rowlabel	split	sex	yrsarea	resyrago	work2	tenure1	livharm1	agegrp7	ethgrp2a	educat3	rural2	edeprivex	wdeprivex	IndivWgtx	cause2m	walkdark	walkday	homealon	wburgl	wmugged	wcarstol	wfromcar	wraped	wattack	wraceatt	worryx	bcsvictim	rubbcomm	vandcomm	poorhou	antisocx
136608020	2	2	6	 	2	1	6	7	1	5	2	4	 	.618464887142181	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	 
136040300	2	1	7	 	2	1	1	6	1	3	1	2	 	1.14432644844055	 	 	 	 	 	 	4	4	 	 	 	 	0	3	3	3	 
136578220	2	2	6	 	1	5	1	2	3	4	1	3	 	3.26377964019775	 	 	 	 	 	 	4	3	 	 	 	 	0	3	3	3	 
136726270	3	2	6	 	1	4	3	4	1	4	1	2	 	.639819085597992	 	 	 	 	2	3	 	 	3	3	4	.0104916086420417	1	2	3	1	 
136442170	1	1	7	 	1	4	5	4	1	1	1	2	 	.637448489665985	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	-.235942155122757
136697180	2	1	7	 	1	4	3	5	1	2	1	2	 	1.17414486408234	 	 	 	 	 	 	 	 	 	 	 	 	0	3	3	3	 
147439050	1	2	6	 	2	2	6	6	5	4	1	2	 	.585924744606018	 	 	 	 	 	 	 	 	 	 	 	 	0	2	3	3	.190849483013153
136087150	3	2	5	 	2	1	3	4	1	4	2	4	 	.534284174442291	 	 	 	 	3	3	 	 	3	2	4	.0630624443292618	0	4	4	4	 
136274030	3	1	1	2	1	2	1	3	1	5	1	1	 	1.30145263671875	 	 	 	 	3	3	 	 	3	3	3	.0417585112154484	0	3	3	3	 
137122140	2	1	4	 	2	4	2	2	1	2	1	1	 	1.39866209030151	 	 	 	 	 	 	 	 	 	 	 	 	0	3	4	4	 
147288160	4	1	7	 	1	5	3	1	1	3	1	1	 	1.46251177787781	5	2	1	1	 	 	 	 	 	 	 	 	0	4	4	4	 
147342110	3	1	1	2	2	5	3	1	3	3	1	5	 	2.04748272895813	 	 	 	 	3	3	 	 	4	3	3	-.226306915283203	0	4	4	4	 
147500130	1	2	7	 	1	2	1	4	1	3	1	 	5	.767384767532349	 	 	 	 	 	 	 	 	 	 	 	 	0	3	4	4	-1.21526670455933
136895250	1	1	2	1	2	4	3	4	1	1	1	1	 	.66281920671463	 	 	 	 	 	 	 	 	 	 	 	 	1	2	3	3	 
136203160	4	1	7	 	2	1	1	5	1	4	1	4	 	.922849297523499	7	2	1	2	 	 	 	 	 	 	 	 	0	4	4	4	 
136236100	2	2	7	 	1	4	1	2	1	2	1	1	 	.966034352779388	 	 	 	 	 	 	 	 	 	 	 	 	0	3	3	3	 
135304150	3	1	7	 	2	4	6	7	1	1	1	1	 	.994743466377258	 	 	 	 	3	4	 	 	4	4	4	-1.13190197944641	0	3	4	3	 
147368010	1	2	7	 	1	5	5	5	1	4	1	2	 	1.14521563053131	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	.0623943358659744
137225090	1	2	2	1	2	4	3	2	1	2	1	 	2	.317177414894104	 	 	 	 	 	 	 	 	 	 	 	 	1	3	3	3	.012643457390368
147560250	1	1	7	 	1	4	1	5	1	1	1	2	 	.503127694129944	 	 	 	 	 	 	 	 	 	 	 	 	0	3	3	3	-1.21526670455933
147321260	2	2	6	 	2	2	5	6	1	1	1	5	 	.476848661899567	 	 	 	 	 	 	3	3	 	 	 	 	0	4	4	4	 
136192230	3	1	7	 	2	1	1	6	1	3	1	5	 	.892060518264771	 	 	 	 	3	3	 	 	3	4	4	-.55535900592804	1	4	4	4	 
136577010	1	2	6	 	2	4	6	6	1	1	1	2	 	.535362958908081	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	-1.21526670455933
135638300	2	1	7	 	2	1	4	3	1	2	2	4	 	.277203768491745	 	 	 	 	 	 	3	3	 	 	 	 	0	2	4	3	 
136536220	2	2	2	1	1	2	2	2	1	4	2	5	 	.612408638000488	 	 	 	 	 	 	3	3	 	 	 	 	0	4	4	3	 
147376320	4	1	3	 	1	4	3	1	1	2	1	3	 	1.66475880146027	7	2	2	2	 	 	 	 	 	 	 	 	0	2	2	2	 
136913020	2	1	2	1	1	2	2	1	1	2	1	3	 	1.70725762844086	 	 	 	 	 	 	4	4	 	 	 	 	0	4	4	4	 
136001140	2	1	7	 	1	5	3	1	1	2	1	2	 	2.99133563041687	 	 	 	 	 	 	2	2	 	 	 	 	0	2	4	4	 
137126220	2	1	1	2	1	4	3	1	1	4	1	2	 	.970056653022766	 	 	 	 	 	 	 	 	 	 	 	 	0	2	3	3	 
136920310	3	1	6	 	2	1	6	5	1	4	1	5	 	.41806435585022	 	 	 	 	3	3	 	 	3	3	4	-.246148273348808	0	4	4	4	 
147285100	2	2	6	 	1	2	5	5	1	2	1	5	 	.51737254858017	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	 
147370260	2	2	7	 	2	1	1	5	1	2	1	3	 	1.20455539226532	 	 	 	 	 	 	4	4	 	 	 	 	0	4	4	4	 
136143250	1	1	7	 	2	4	1	6	1	1	1	1	 	1.10047578811646	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	-.263410478830338
135533040	4	2	6	 	1	4	3	2	1	4	1	2	 	.660537719726563	10	2	1	1	 	 	 	 	 	 	 	 	0	4	4	4	 
136990140	2	2	7	 	2	1	6	7	1	1	1	1	 	.734715282917023	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	 
147416280	4	2	7	 	1	2	1	3	1	2	1	1	 	1.28337061405182	1	3	3	1	 	 	 	 	 	 	 	 	0	3	4	4	 
136474240	4	2	7	 	2	1	1	6	1	1	2	2	 	.441193699836731	4	1	1	1	 	 	 	 	 	 	 	 	0	4	4	4	 
136801170	1	1	6	 	1	2	1	4	1	2	1	5	 	.894155561923981	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	-.950397610664368
136386210	1	2	7	 	2	1	1	5	1	1	1	1	 	1.00967764854431	 	 	 	 	 	 	 	 	 	 	 	 	0	3	3	3	.46715971827507
136545100	2	1	1	2	1	4	1	3	1	4	1	 	5	1.20783030986786	 	 	 	 	 	 	3	3	 	 	 	 	0	4	4	4	 
147444130	1	2	4	2	1	2	1	2	5	4	1	5	 	1.38560271263123	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	-.314924448728561
136568030	3	2	7	 	2	1	1	6	1	1	1	3	 	1.03115797042847	 	 	 	 	1	1	 	 	2	2	2	2.03717613220215	0	4	4	4	 
136991050	1	2	7	 	2	1	1	7	1	1	1	2	 	1.21831691265106	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	-.241040855646133
137174200	4	2	1	2	1	1	1	5	1	4	2	5	 	.500123739242554	5	2	1	1	 	 	 	 	 	 	 	 	0	4	4	4	 
147525270	3	2	7	 	1	1	1	5	1	3	2	3	 	2.28327536582947	 	 	 	 	2	2	 	 	3	3	4	.31896910071373	1	3	3	3	 
136403080	4	2	7	 	2	4	6	7	1	5	1	 	2	.634157955646515	10	2	2	1	 	 	 	 	 	 	 	 	0	3	4	4	 
136391120	4	1	7	 	2	1	1	7	1	1	2	4	 	.647583484649658	4	2	1	2	 	 	 	 	 	 	 	 	0	4	4	4	 
147383260	2	1	2	1	2	4	2	2	1	3	1	2	 	4.57313394546509	 	 	 	 	 	 	3	3	 	 	 	 	0	4	4	4	 
136619070	3	1	7	 	2	1	1	6	1	1	1	1	 	1.14216208457947	 	 	 	 	2	3	 	 	3	3	4	.0104916086420417	1	4	4	4	 
136747160	4	1	7	 	1	4	1	4	1	2	1	1	 	.800731241703033	6	1	1	1	 	 	 	 	 	 	 	 	0	2	3	3	 
136100290	1	1	7	 	1	1	1	4	1	3	1	2	 	.862433969974518	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	.288866192102432
136825240	4	1	6	 	1	2	1	5	3	5	1	2	 	2.44175839424133	5	2	1	2	 	 	 	 	 	 	 	 	0	4	4	4	 
136264090	1	1	5	 	2	2	1	6	1	1	2	 	2	.588165760040283	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	-1.21526670455933
136997260	2	2	7	 	2	1	1	6	1	1	1	2	 	1.7891743183136	 	 	 	 	 	 	2	2	 	 	 	 	0	4	4	4	 
136770270	3	1	7	 	2	1	1	6	1	1	1	3	 	1.12519788742065	 	 	 	 	2	2	 	 	4	2	3	.648021221160889	1	3	4	3	 
136890270	3	2	6	1	2	4	2	3	1	2	1	1	 	.648966252803802	 	 	 	 	1	1	 	 	1	1	1	2.90235924720764	0	4	4	4	 
147380040	4	2	5	 	2	4	3	3	4	3	1	1	 	1.55265617370605	5	4	3	4	 	 	 	 	 	 	 	 	1	3	3	3	 
136850230	3	2	7	 	2	1	1	7	1	1	1	2	 	1.49299740791321	 	 	 	 	2	2	 	 	3	2	3	.916086614131927	0	4	4	4	 
136031040	4	2	7	 	2	1	6	7	1	5	1	5	 	.730885446071625	4	4	2	2	 	 	 	 	 	 	 	 	0	4	4	4	 
136477010	1	2	1	2	1	2	1	3	1	4	1	3	 	1.00522565841675	 	 	 	 	 	 	 	 	 	 	 	 	0	3	4	4	.314483970403671
147458080	4	2	5	 	2	4	1	6	1	1	2	5	 	.916022598743439	5	1	1	1	 	 	 	 	 	 	 	 	0	4	4	4	 
136259030	3	1	7	 	1	2	5	4	1	4	1	2	 	.328090012073517	 	 	 	 	3	3	 	 	4	3	4	-.514213681221008	0	3	3	3	 
137070040	4	1	3	 	2	1	1	4	1	2	2	1	 	1.2281653881073	4	1	3	9	 	 	 	 	 	 	 	 	0	2	3	2	 
135596040	4	1	3	 	2	4	3	1	1	3	1	2	 	.68906170129776	2	1	1	1	 	 	 	 	 	 	 	 	0	3	4	4	 
136385090	1	2	4	 	1	4	1	2	1	4	1	3	 	.872278928756714	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	-.0351976864039898
136014200	4	2	7	 	2	4	4	5	1	1	1	1	 	.640076756477356	5	3	2	2	 	 	 	 	 	 	 	 	0	1	1	1	 
137047010	1	1	6	 	1	2	1	4	1	3	1	3	 	.99979031085968	 	 	 	 	 	 	 	 	 	 	 	 	0	3	4	3	-1.21526670455933
135471170	1	2	4	1	1	4	1	2	1	2	1	5	 	.684247374534607	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	-1.21526670455933
137107080	4	2	6	 	2	4	1	3	3	2	1	2	 	1.26274061203003	6	4	4	4	 	 	 	 	 	 	 	 	0	3	3	3	 
136446120	4	2	6	 	1	2	1	4	1	2	1	3	 	1.02712857723236	13	2	1	2	 	 	 	 	 	 	 	 	0	3	4	4	 
136631010	1	1	5	 	1	2	1	3	1	3	1	5	 	1.30879127979279	 	 	 	 	 	 	 	 	 	 	 	 	0	3	3	3	-.998238801956177
136572060	2	2	7	 	1	2	1	3	1	4	1	3	 	1.23501861095428	 	 	 	 	 	 	2	3	 	 	 	 	0	4	4	3	 
136933040	4	2	6	 	1	2	1	4	1	1	1	3	 	1.52518701553345	5	3	2	2	 	 	 	 	 	 	 	 	0	4	4	4	 
137157160	4	1	5	 	1	2	1	2	1	4	1	3	 	.643340528011322	2	1	1	1	 	 	 	 	 	 	 	 	0	4	4	4	 
136673160	4	2	5	 	1	2	1	4	1	4	2	 	5	.551559746265411	13	2	1	2	 	 	 	 	 	 	 	 	0	4	4	4	 
147502040	4	2	4	 	2	1	1	3	1	4	1	 	2	.584127306938171	2	2	2	3	 	 	 	 	 	 	 	 	0	4	4	4	 
135260210	1	2	6	 	1	2	3	4	1	4	1	4	 	.520379066467285	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	-.427352368831635
136694030	3	1	1	2	1	4	3	1	1	3	1	2	 	.851550400257111	 	 	 	 	3	3	 	 	4	3	4	-.514213681221008	0	2	2	2	 
136622010	1	2	7	2	1	4	3	1	1	3	1	2	 	.717942655086517	 	 	 	 	 	 	 	 	 	 	 	 	0	2	3	2	.535688698291779
136762200	4	2	1	2	1	4	3	3	1	4	1	3	 	.333475023508072	10	1	1	1	 	 	 	 	 	 	 	 	1	3	3	3	 
136260220	2	1	4	 	1	4	1	3	1	4	1	3	 	.957044064998627	 	 	 	 	 	 	2	2	 	 	 	 	0	4	4	4	 
136432170	1	1	7	 	2	2	2	6	1	3	1	1	 	1.17812156677246	 	 	 	 	 	 	 	 	 	 	 	 	0	3	4	3	1.23110973834991
136573120	4	2	7	1	2	4	3	2	1	2	1	2	 	.670666694641113	2	3	1	2	 	 	 	 	 	 	 	 	0	2	4	4	 
147587230	3	2	6	 	1	2	3	5	1	2	1	4	 	.605922341346741	 	 	 	 	3	3	 	 	4	4	4	-.823424398899078	0	4	4	4	 
137117340	2	1	7	 	1	2	3	1	1	4	1	5	 	2.38216233253479	 	 	 	 	 	 	3	2	 	 	 	 	0	4	4	4	 
136674020	2	1	1	2	1	2	2	2	1	3	2	 	3	.696472644805908	 	 	 	 	 	 	3	3	 	 	 	 	0	3	4	4	 
136819130	1	2	6	 	1	2	4	4	1	4	2	 	5	.489296406507492	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	 
136603010	1	1	7	 	2	1	1	5	1	1	1	1	 	.503526628017426	 	 	 	 	 	 	 	 	 	 	 	 	0	3	3	3	-1.21526670455933
147249260	2	1	7	 	2	1	1	5	1	4	1	3	 	1.07924056053162	 	 	 	 	 	 	3	3	 	 	 	 	0	4	4	4	 
136341010	1	2	7	 	2	1	6	7	1	4	1	3	 	.415958344936371	 	 	 	 	 	 	 	 	 	 	 	 	0	3	4	3	 
137033100	2	1	7	2	1	2	1	2	1	3	1	2	 	1.88053143024445	 	 	 	 	 	 	2	3	 	 	 	 	1	3	4	4	 
136871120	4	1	7	 	2	1	6	7	1	3	1	2	 	.423705577850342	7	1	1	1	 	 	 	 	 	 	 	 	0	4	4	4	 
136394100	2	2	4	 	2	4	4	4	1	1	1	2	 	.515807449817657	 	 	 	 	 	 	4	3	 	 	 	 	1	4	4	4	 
135397160	4	1	6	 	2	4	5	4	1	3	1	1	 	.636910736560822	5	4	3	2	 	 	 	 	 	 	 	 	1	2	2	1	 
135512290	1	1	3	 	2	2	1	3	4	4	1	3	 	1.16491806507111	 	 	 	 	 	 	 	 	 	 	 	 	0	3	4	4	-1.21526670455933
136931080	4	1	1	2	2	5	3	5	1	3	2	5	 	.369942724704742	1	1	1	1	 	 	 	 	 	 	 	 	0	4	4	4	 
137107160	4	2	6	 	1	4	3	4	1	3	1	1	 	1.76885938644409	9	3	2	2	 	 	 	 	 	 	 	 	0	3	3	3	 
137067180	2	2	5	 	1	2	1	4	1	4	2	3	 	.392082422971725	 	 	 	 	 	 	3	3	 	 	 	 	0	4	4	4	 
136847020	2	1	7	1	1	2	3	2	1	3	1	2	 	2.11112713813782	 	 	 	 	 	 	3	1	 	 	 	 	1	3	3	3	 
136915160	4	2	3	 	1	2	1	4	1	3	2	4	 	1.66807615756989	7	2	2	1	 	 	 	 	 	 	 	 	0	3	3	3	 
136090080	4	2	7	 	2	5	3	2	1	4	2	5	 	2.28073763847351	5	2	1	2	 	 	 	 	 	 	 	 	0	4	4	4	 
136078290	1	1	7	 	1	2	1	5	1	4	2	4	 	1.15647125244141	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	-1.00174283981323
137124030	3	2	6	 	2	1	1	6	1	1	2	4	 	1.15081834793091	 	 	 	 	3	3	 	 	3	3	4	-.246148273348808	0	4	4	4	 
136590300	2	2	7	 	2	1	1	6	1	1	1	5	 	1.16977214813232	 	 	 	 	 	 	4	4	 	 	 	 	0	4	4	4	 
137147240	4	2	4	 	2	2	1	2	1	4	2	3	 	.991381227970123	5	1	1	2	 	 	 	 	 	 	 	 	0	4	4	4	 
147343010	1	1	5	 	1	4	3	2	1	2	1	1	 	.645906507968903	 	 	 	 	 	 	 	 	 	 	 	 	0	2	3	3	.443195402622223
147501260	2	2	4	 	1	2	3	2	1	3	1	 	3	.578037440776825	 	 	 	 	 	 	2	2	 	 	 	 	0	3	3	3	 
136452240	4	2	7	 	2	1	1	7	1	4	1	3	 	1.28565001487732	5	2	1	1	 	 	 	 	 	 	 	 	0	4	4	3	 
137220110	3	2	7	 	2	4	2	2	1	2	2	 	3	.705446481704712	 	 	 	 	3	4	 	 	4	4	4	-1.13190197944641	0	3	4	3	 
147595040	4	2	7	 	1	4	3	5	1	2	1	1	 	.477166414260864	5	3	1	1	 	 	 	 	 	 	 	 	0	4	4	4	 
136572100	2	2	7	 	1	1	1	4	1	4	1	5	 	1.02442121505737	 	 	 	 	 	 	3	2	 	 	 	 	0	4	4	4	 
136740180	2	1	7	 	1	1	1	5	1	4	1	5	 	.758919715881348	 	 	 	 	 	 	2	2	 	 	 	 	0	4	4	4	 
136368260	2	2	6	 	1	2	1	4	 	2	2	4	 	1.727747797966	 	 	 	 	 	 	3	3	 	 	 	 	0	4	4	4	 
136243340	2	2	2	1	1	5	1	4	1	2	2	2	 	1.09962165355682	 	 	 	 	 	 	3	3	 	 	 	 	0	3	4	4	 
147470140	2	1	7	 	2	1	1	6	1	2	1	5	 	.725801765918732	 	 	 	 	 	 	3	2	 	 	 	 	0	3	3	3	 
136537280	4	2	7	 	2	1	5	6	1	5	1	 	2	.304219901561737	5	4	3	1	 	 	 	 	 	 	 	 	0	3	3	3	 
136091080	4	1	7	 	1	4	2	2	1	2	1	1	 	1.4642493724823	10	2	1	4	 	 	 	 	 	 	 	 	1	3	4	4	 
147332110	3	1	7	 	2	1	1	6	1	1	2	4	 	.721518516540527	 	 	 	 	3	3	 	 	4	4	4	-.823424398899078	1	4	4	4	 
136223190	3	2	1	2	1	3	4	2	1	4	1	1	 	.719996571540833	 	 	 	 	4	3	 	 	3	3	4	-.502788186073303	1	4	4	4	 
136059140	2	2	6	 	2	2	1	4	1	4	1	3	 	.549535512924194	 	 	 	 	 	 	3	3	 	 	 	 	1	4	4	4	 
135494010	1	2	5	 	1	4	2	4	1	2	1	5	 	1.05329084396362	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	-1.21526670455933
136446060	2	2	7	 	2	4	3	4	1	5	1	1	 	.522862315177917	 	 	 	 	 	 	 	 	 	 	 	 	0	3	4	3	 
137074190	3	2	5	 	1	4	3	4	1	2	2	4	 	.353569686412811	 	 	 	 	3	3	 	 	1	1	1	1.7721244096756	0	3	3	3	 
147399270	3	2	7	 	2	4	2	2	1	2	1	1	 	1.34922528266907	 	 	 	 	4	3	 	 	2	2	4	.0744879841804504	0	3	3	3	 
136151270	3	2	6	 	2	4	5	3	5	2	1	1	 	.682912230491638	 	 	 	 	1	1	 	 	1	1	1	2.90235924720764	1	2	3	4	 
136637080	4	2	7	 	2	1	1	7	1	1	1	4	 	1.15493583679199	13	2	1	1	 	 	 	 	 	 	 	 	0	4	4	4	 
136268140	2	1	3	1	1	1	2	3	1	3	2	 	4	.559854030609131	 	 	 	 	 	 	3	3	 	 	 	 	0	4	4	4	 
136731060	2	2	7	 	1	3	1	5	1	2	1	2	 	1.12809944152832	 	 	 	 	 	 	3	3	 	 	 	 	0	4	4	4	 
136120060	2	2	6	 	1	2	1	4	1	4	1	3	 	1.64055716991425	 	 	 	 	 	 	3	3	 	 	 	 	0	4	4	4	 
136242220	2	2	7	 	2	1	1	7	1	1	2	4	 	1.04477202892303	 	 	 	 	 	 	4	4	 	 	 	 	0	4	4	4	 
136635160	4	1	6	 	1	4	2	3	4	2	1	3	 	1.13264632225037	3	1	1	1	 	 	 	 	 	 	 	 	0	4	4	4	 
136967190	3	2	5	 	1	2	3	5	1	2	1	1	 	.703618168830872	 	 	 	 	3	3	 	 	3	3	3	.0417585112154484	0	2	3	3	 
147395080	4	2	7	1	2	4	3	1	1	2	1	3	 	.753148555755615	5	2	2	2	 	 	 	 	 	 	 	 	0	2	4	4	 
136310040	4	1	1	2	1	4	1	3	3	4	1	3	 	1.54619574546814	5	3	1	1	 	 	 	 	 	 	 	 	0	3	4	4	 
147594310	3	1	7	 	1	2	1	5	1	2	1	2	 	1.37764084339142	 	 	 	 	1	1	 	 	1	2	1	2.59314846992493	1	2	3	3	 
135559210	1	1	4	 	1	2	1	4	1	4	2	4	 	.628345847129822	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	-.939043998718262
136354030	3	1	7	1	1	1	1	4	1	3	2	5	 	.56931334733963	 	 	 	 	3	3	 	 	1	2	3	.887100100517273	0	4	4	4	 
137223330	1	2	7	 	2	1	6	7	1	1	2	 	3	.26792174577713	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	.0459420122206211
136342310	3	2	3	2	2	4	5	6	1	3	1	1	 	.387515634298325	 	 	 	 	3	3	 	 	3	3	4	-.246148273348808	0	2	3	2	 
147437190	3	1	7	 	2	1	6	7	1	4	1	3	 	.302937150001526	 	 	 	 	3	3	 	 	3	3	3	.0417585112154484	0	4	4	4	 
147557210	1	2	4	2	1	2	1	3	1	4	1	5	 	1.12971544265747	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	-1.00174283981323
137147180	2	1	5	 	2	4	2	5	1	4	2	3	 	.934148907661438	 	 	 	 	 	 	3	3	 	 	 	 	0	4	4	3	 
147428160	4	2	7	 	2	4	1	6	1	1	1	4	 	1.10540390014648	13	2	1	2	 	 	 	 	 	 	 	 	0	4	4	4	 
136294090	1	2	7	1	1	4	3	3	1	1	1	1	 	.667419612407684	 	 	 	 	 	 	 	 	 	 	 	 	0	2	3	4	-1.21526670455933
147230140	2	2	1	2	1	4	3	3	1	4	1	4	 	.720534980297089	 	 	 	 	 	 	 	 	 	 	 	 	0	4	4	4	 
136921180	2	1	7	 	1	2	1	4	1	2	1	1	 	.904871582984924	 	 	 	 	 	 	2	4	 	 	 	 	0	4	4	3	 
136385150	3	1	7	 	1	1	3	5	1	2	1	5	 	.391532957553864	 	 	 	 	3	3	 	 	3	2	3	.350969225168228	0	4	4	4	 
135267050	1	2	7	1	2	4	5	4	1	2	1	1	 	.902826547622681	 	 	 	 	 	 	 	 	 	 	 	 	0	3	3	3	2.68549180030823
136804240	4	2	5	 	1	2	1	2	1	3	1	5	 	1.15419781208038	4	4	1	4	 	 	 	 	 	 	 	 	1	4	4	4	 
147255300	2	1	1	2	2	4	3	1	5	4	1	1	 	4.96405553817749	 	 	 	 	 	 	 	 	 	 	 	 	0	2	3	2	 
136768250	3	1	6	2	1	1	1	3	1	2	1	5	 	1.27249646186829	 	 	 	 	4	4	 	 	4	4	4	-1.3885418176651	0	4	4	4	 
135407040	4	2	4	 	1	4	2	1	1	3	1	1	 	.671753466129303	10	4	2	1	 	 	 	 	 	 	 	 	1	3	3	3	 
147518040	4	2	1	2	1	3	3	3	1	4	1	3	 	.789308905601501	2	1	1	1	 	 	 	 	 	 	 	 	0	3	3	3	 
