ID_code,IQ
551060,102
490950,102
526910,102
441850,121
377980,101
893250,100
880720,105
380830,109
740640,94
352730,118
990880,139
934600,97
655080,108
933570,117
408260,114
812750,106
343700,98
116220,102
696550,126
566080,106
314650,97
485980,103
812450,100
104460,93
851830,102
267480,123
741780,90
961160,97
754830,108
546470,101
998630,110
212430,109
393310,128
975790,102
906080,86
794010,102
175400,101
736450,105
550530,96
602370,93
276870,100
883510,122
350180,107
922170,86
831110,93
725890,92
661090,108
441420,99
678340,102
837040,107
276160,104
720870,105
422960,108
874380,101
483280,102
169130,103
203850,105
717470,94
338270,98
235650,88
956660,119
559920,101
285030,117
350260,116
783360,91
113340,104
264490,101
514390,107
955520,88
833620,96
818020,97
704340,96
644390,123
573610,104
764770,118
195570,98
493410,101
320810,104
107710,98
825000,90
778360,93
936540,119
909620,110
507780,118
337940,131
231820,95
643130,102
847250,104
210250,99
379340,98
605580,96
550980,99
499040,101
754560,97
793670,91
863170,117
888090,114
938600,109
836640,116
588080,112
108660,95
994170,111
918820,97
400920,90
599560,106
109500,101
408940,108
353650,124
360040,127
172180,111
607290,99
269690,89
627290,103
688940,105
489840,105
814570,98
644820,102
275090,105
871550,92
418910,104
867440,97
474420,106
334290,112
689340,113
286980,91
821330,109
438700,96
250880,110
794540,98
402880,106
614270,90
584780,105
535570,100
537330,97
103460,98
361810,108
782680,111
341960,111
898270,103
758740,113
490900,105
653330,97
161440,105
207440,104
684430,91
471870,105
461170,107
139770,88
227300,90
589050,106
866230,93
880920,92
134970,113
218030,124
339340,101
809650,109
205680,93
572340,98
283580,112
257120,92
127000,97
535020,101
831580,107
736620,125
941650,99
908080,120
613380,113
492120,123
215860,104
642640,107
998340,105
422340,90
713220,107
194470,116
979760,113
909910,93
637420,105
776520,111
365490,90
370470,110
317550,98
275140,102
781230,101
492450,97
191440,104
107100,97
855420,94
131470,96
334200,96
417480,94
600550,91
506060,136
752640,101
724980,93
662710,115
566270,100
478160,91
715640,98
140650,94
938430,98
862270,104
679200,104
872370,99
721800,96
713130,96
607820,98
526200,96
447130,108
454350,92
398180,120
498530,105
328180,89
294790,93
119860,120
124640,106
996350,90
353470,102
724480,95
356230,94
916110,88
824530,98
161470,88
491070,97
204400,110
692480,102
608800,111
838630,133
753630,106
505860,97
741550,127
587970,98
360440,105
831120,94
759330,101
145160,99
131690,91
268970,104
172480,100
327780,106
352730,107
717300,117
158460,103
700760,104
398000,93
426240,94
831220,116
227280,91
157350,99
727640,118
163860,94
428090,120
988670,95
604890,101
821710,110
859790,93
697310,111
764550,103
159460,88
845730,97
812690,101
482890,100
720650,96
718930,99
719990,108
715400,95
248720,92
372300,105
233550,99
221540,97
503340,96
769090,104
179800,111
275160,95
949240,98
681780,94
800510,112
326530,108
798180,99
800660,97
621720,101
184880,115
289000,97
404290,111
456080,99
450610,106
293750,128
689130,116
950950,108
371060,112
252220,99
655240,105
643560,101
752220,112
185460,87
168510,132
803940,102
795610,95
958080,120
545180,106
542870,111
774400,101
391960,100
849220,90
866420,105
236860,90
989950,101
968690,100
445140,96
317910,93
767100,109
233180,99
507790,100
988340,100
456200,122
762910,98
491130,111
690390,102
697630,110
464710,99
560700,113
456180,94
756190,95
804260,100
787140,94
810280,103
856150,112
401750,93
944780,99
151920,105
115980,98
144220,124
579440,101
431330,116
195380,91
336100,108
309740,102
333230,113
261850,121
575950,101
191730,111
158530,150
190330,108
748790,108
725830,114
305960,98
509100,100
927480,101
849210,98
750050,100
390190,86
795230,107
773510,96
564520,102
163280,94
507020,117
851040,100
465730,109
397500,99
187160,93
739560,100
112480,109
415130,103
373710,112
636630,125
801260,106
657310,97
295880,105
333100,90
946620,100
157500,103
769110,89
480890,106
100960,113
761650,114
251670,95
429580,98
186360,110
643740,106
147240,96
736850,103
521960,107
319940,101
758260,97
904470,103
128100,97
653620,114
977490,110
518000,97
999690,91
545490,105
143000,104
702390,93
350060,98
595420,104
335410,100
716880,96
176900,99
540710,110
596190,93
223150,104
753760,97
570580,127
301670,104
870060,123
943660,110
968350,150
225690,107
914020,100
525310,96
285850,101
328430,94
292680,112
990730,104
292380,104
696440,111
410610,107
514700,114
853170,95
509780,99
509610,109
801710,108
731350,101
320570,121
929150,101
564740,97
237500,99
554360,102
969300,103
172520,112
180760,119
269550,92
414760,107
991440,97
550840,89
318970,108
193600,108
211150,99
136310,122
135190,116
640720,97
262150,112
467340,101
814920,92
488370,102
767550,126
531830,101
694750,105
563850,90
677530,103
605230,103
226700,91
426710,103
171060,102
832080,104
797280,92
204780,117
235070,107
186550,90
426330,101
340040,124
596690,117
127990,123
906500,85
181860,141
454360,104
974140,97
902030,102
762630,108
199930,96
801700,91
708740,110
389870,104
527530,102
288550,119
437590,97
129030,98
735250,108
192510,106
889510,109
847710,98
890140,91
899440,91
590730,93
945120,97
786550,115
746360,94
272310,92
754850,104
760790,100
471430,100
458380,108
765230,91
719930,99
155580,105
765120,106
640310,91
253820,100
372900,106
474840,104
693590,106
590740,95
900190,132
515230,95
937330,91
217750,102
719550,99
134840,126
630980,95
866590,111
304210,91
869260,113
537500,95
320380,99
738160,93
609270,105
554110,100
415070,101
960770,94
690100,125
729750,118
379890,101
800660,90
768400,92
485220,101
658260,97
763830,103
528180,115
913700,100
261290,96
249440,106
168820,105
367030,98
406550,92
905170,110
280830,109
496020,98
467280,103
573250,104
668820,96
570260,113
574980,90
859130,91
857800,104
343540,96
540880,108
729980,91
465520,102
605320,109
721060,110
598250,111
561780,98
693600,114
708480,105
679180,117
325710,100
778730,95
900680,98
681560,102
512750,99
862330,128
214670,118
644840,111
912290,92
474560,95
116820,99
616970,110
645640,90
181610,96
567890,118
530910,102
603660,101
417430,90
745920,98
473410,103
818020,97
549060,110
783340,93
318640,95
481110,110
392070,99
271320,112
512660,115
876420,108
390580,112
232900,117
655330,94
877430,110
570540,118
839920,91
512370,106
439550,96
681660,94
409080,100
352580,88
208660,116
765320,94
385420,108
311950,104
464880,125
658150,90
208960,99
693300,89
277750,106
920710,116
740020,107
708490,96
981750,109
529710,93
254270,93
667150,105
822340,88
251370,99
179420,102
139900,94
522990,137
787000,102
343940,107
738460,105
302120,97
131440,131
282540,93
438020,101
651780,110
549340,107
105690,105
686840,98
713650,92
818380,90
844060,108
849390,92
656380,100
698280,97
621000,91
926820,107
838120,95
882940,118
669150,98
957700,123
471310,111
511830,92
940820,92
178440,105
684580,105
246570,100
701070,112
608110,111
343920,113
710510,101
106780,90
423620,97
360200,101
767330,102
298040,106
898160,107
340510,104
724470,130
721970,105
526570,93
466720,86
378470,94
816180,89
498140,96
564040,100
881010,105
450850,121
397350,106
808690,103
631440,98
352480,110
550950,97
591030,106
208970,96
934510,100
758230,94
598620,116
575570,99
449120,115
222530,113
271620,103
572250,109
671750,90
222160,105
852920,107
848310,97
911870,93
585220,108
468160,108
440880,125
450580,108
375180,95
351220,104
401860,112
703910,103
426320,98
400500,111
441840,120
755440,95
253690,95
813680,121
705580,89
557340,118
811340,128
624530,94
489520,96
577510,113
648400,93
206540,109
644350,112
649440,97
639880,106
748160,102
156830,90
182590,113
496130,96
739320,116
176430,100
622200,97
568720,116
882520,111
468570,91
934030,120
553700,114
273770,105
318560,98
956240,95
702630,95
859010,100
786180,100
194180,93
624220,98
435940,103
873190,109
530290,96
939950,113
125380,108
698580,95
737060,116
516680,100
320070,103
951880,96
121420,104
925480,94
994970,110
124660,103
398120,99
794730,103
986980,86
579100,111
864580,98
668900,106
792500,86
141810,103
799640,92
718080,111
667770,95
418860,109
480410,111
853500,104
457390,113
672940,105
131620,108
998890,104
100300,93
767160,117
648200,112
168290,89
182230,105
657570,88
890120,104
683480,106
703290,88
454230,117
106950,93
847930,95
922040,153
133810,94
815560,91
544040,93
353410,111
961050,99
856580,100
388860,100
136170,100
219760,104
312800,99
288700,110
462430,101
944640,95
707060,123
487830,93
740880,97
806780,97
190320,98
320720,99
521410,107
887660,97
109420,112
759910,94
832250,102
771100,97
948350,107
447800,106
438500,111
893870,93
715760,101
257850,111
535340,109
427880,92
458600,139
159840,103
295620,108
828500,96
456440,105
516010,125
686420,115
505790,102
621580,115
627000,120
922680,96
799960,101
973540,92
322460,109
850400,93
843280,98
773640,126
140260,92
428260,106
885960,101
409450,104
675170,112
418230,131
883690,112
226710,87
850760,98
796130,104
452450,96
806320,135
959640,116
425910,122
122370,107
323730,89
466060,122
117830,99
436070,104
610090,98
853590,93
857830,122
437200,99
797070,108
298610,96
264160,96
930460,93
494000,99
660810,95
930540,98
391470,102
602390,110
917980,124
933800,91
436550,105
930660,105
644490,98
826690,106
311480,112
637590,106
706990,111
705470,99
677870,92
651810,113
170600,115
568490,118
312290,123
119520,96
947020,107
199680,103
707620,103
812980,100
121030,110
466210,102
755350,102
469840,112
248080,119
323500,103
703060,89
657410,92
515060,101
676100,113
495940,90
966190,90
665100,90
954470,102
158350,120
906840,93
128240,88
302370,115
995100,100
267040,93
691770,117
898590,103
183260,125
391400,107
575990,100
848110,94
573440,106
482550,103
148380,118
464800,97
935140,95
594680,115
480710,96
646660,109
874750,96
521060,91
940030,110
811160,109
593290,96
643340,95
904180,96
230390,105
348160,102
556470,109
630930,92
878530,99
592430,100
632750,117
983930,102
198010,129
228780,111
633000,114
653270,103
842380,127
140300,121
951650,102
599040,95
264950,123
436430,92
630680,89
673710,97
592800,114
544090,103
489920,101
515060,95
843810,111
577620,101
972190,95
197800,97
751580,102
103100,89
968550,94
152110,91
276380,113
649160,101
295020,97
496980,106
578960,95
708740,107
420430,107
481950,102
518950,92
371610,100
233160,96
485550,99
100760,110
137940,141
358790,95
538700,94
518960,95
700660,101
858260,118
312350,106
919800,104
492110,111
309830,115
274300,98
984930,117
778720,89
951090,114
438470,117
831000,94
315800,92
685220,92
671540,97
609320,113
810400,97
756560,106
782980,113
555650,106
855070,102
621620,115
180600,110
128760,104
980940,105
120800,100
982950,103
571090,103
936380,120
344970,91
234910,93
581890,92
911060,103
316690,119
460070,102
138710,88
611580,118
898230,91
597080,89
529390,106
724880,90
345800,108
427780,95
639640,101
718900,117
379520,96
537720,108
503700,102
334170,104
619060,104
525700,109
182220,103
974460,86
731610,95
621930,97
144110,107
357610,98
962800,103
307060,88
785470,99
830830,122
152340,91
354550,100
163200,91
222190,89
157700,95
353800,90
477820,99
740090,96
799520,114
113900,89
985380,93
896080,88
358460,98
168840,95
115720,103
745970,111
130010,102
955690,93
163480,95
567210,91
298520,120
478060,91
550850,99
538380,103
321290,98
747040,115
693800,94
985910,88
883680,98
114240,101
508140,131
112920,113
644730,101
255110,109
232330,113
795810,112
879600,96
476130,111
237240,103
514460,110
514220,100
961080,91
473840,111
408160,90
133080,104
731740,94
972770,95
200590,101
423850,110
289540,91
895080,101
470020,98
595310,108
567600,107
899860,111
369600,105
130520,113
841060,105
150340,93
752400,95
933630,89
448840,126
807350,99
221140,119
580420,86
299690,107
939010,107
206360,129
855640,106
863400,96
883260,107
618530,106
547590,91
772030,115
361820,91
397630,102
161580,94
649340,109
244060,102
806510,95
741440,95
530690,94
682400,120
415010,95
206120,99
324830,93
624820,99
570000,107
837790,113
750610,89
324230,122
211810,109
893600,95
560420,92
915680,113
986150,118
334650,109
348280,100
643290,141
661380,114
344670,97
468970,109
501740,99
486190,117
118520,114
667780,99
895120,99
141330,92
557610,97
810420,126
858230,98
824890,101
526780,97
127770,106
225130,112
150220,91
233820,101
130590,97
894730,94
993040,114
250490,99
445830,114
335890,111
905340,98
740340,103
447980,107
281610,118
348730,122
671540,98
683870,102
752310,115
938030,119
426040,93
831470,89
480400,103
582650,101
330590,104
607520,98
373230,98
711540,91
559600,108
906900,103
420120,100
151600,99
464370,90
572630,97
641860,100
851010,87
392120,106
897280,115
969780,116
340470,92
223300,111
400140,106
986920,98
347960,97
277360,107
748320,100
517490,98
542860,88
166290,105
711880,110
942060,106
904640,117
607650,95
910960,94
167350,92
683510,97
882460,101
757200,116
933500,91
291500,117
223520,99
608770,95
324840,124
512750,90
823340,88
917530,107
508210,91
346310,105
737180,95
895370,122
736860,99
370310,111
869970,116
466730,107
987890,100
990800,98
449960,109
494510,112
591840,116
956550,109
329580,102
976640,100
487360,92
193880,101
371480,108
967330,95
241360,111
189920,121
709120,102
469510,97
438800,106
979980,126
314230,110
875780,124
845320,101
519410,105
319670,112
467050,98
775010,100
141070,96
430830,98
588630,106
703140,96
543550,118
353020,100
494780,103
942480,111
463910,98
644770,110
282010,94
154670,98
221020,105
115740,104
374420,104
208520,116
696930,101
169030,90
523390,95
573890,112
210910,95
157940,117
758490,126
310400,97
265940,90
181230,113
176020,115
744390,107
617360,101
415110,92
638950,98
574380,94
927530,87
599640,113
258580,105
210370,92
822650,89
633600,99
364730,90
571820,101
648210,89
688470,101
826210,108
895040,91
567500,102
819520,94
622940,106
402880,98
695070,151
280720,112
596850,93
222810,105
703910,100
928690,93
156420,94
185180,112
570260,104
672580,95
938700,98
740310,117
913460,108
266050,114
466890,99
141290,97
999580,101
732630,105
858500,100
952130,92
857290,114
238580,121
781510,98
124240,147
783530,107
243980,116
862360,97
678040,103
390710,102
802200,121
110660,93
428630,94
713860,106
479640,103
142190,104
445950,94
373220,93
993100,105
718080,129
838780,98
892830,110
646460,101
525710,88
328700,112
462670,96
777560,94
596180,110
373750,96
490400,105
531810,91
815030,102
388400,91
902700,112
684180,97
189640,118
675370,91
223500,99
317270,131
623460,108
656180,116
450760,98
205800,113
435860,99
641110,96
614470,115
532560,93
761040,92
397330,89
569850,95
926710,101
665770,100
861270,94
653710,108
588290,95
209050,111
565020,117
945190,104
239560,103
769050,100
398900,123
628120,99
981960,102
213970,112
164840,95
228180,101
989060,99
257310,131
398730,94
156980,113
644730,99
619900,115
409500,108
490700,96
117020,86
803670,109
602960,101
851430,93
761610,96
369590,99
462430,99
518550,110
220510,102
126840,126
443600,98
644380,111
610730,92
324740,112
767620,97
320210,97
733430,100
672660,104
466100,93
950830,96
460650,98
855650,103
895140,106
259120,94
502130,118
161980,104
639250,88
608480,93
913060,105
135560,94
230440,97
231860,112
600770,90
865150,96
195620,105
414680,118
506180,91
354710,108
925890,109
227060,98
903260,100
368040,113
416270,94
122840,94
867760,101
775250,117
532710,105
274750,90
825470,106
661780,114
252380,93
849390,90
117440,101
527920,116
855980,131
749450,108
889400,111
163280,106
477440,103
683880,97
653640,95
519720,111
172010,104
157910,103
885190,104
759180,90
944300,106
479890,109
847140,111
996170,106
577860,93
277290,101
158020,97
158120,117
865480,97
230200,97
148610,88
758520,89
638210,102
705120,103
478240,104
138470,96
585480,118
828260,90
371120,97
173040,93
218880,140
876460,104
208870,104
676560,95
480240,102
278340,106
593640,115
864180,116
642910,111
940880,94
764750,94
514150,124
700560,105
178510,111
217330,88
362930,107
939910,99
991370,109
945810,128
774820,98
308280,106
544480,106
948780,104
562740,99
935520,97
584050,98
585320,97
888920,100
774130,104
912080,128
737310,117
352350,105
502160,104
261970,103
211090,116
764770,92
564560,145
952480,101
168770,112
768790,98
268900,103
888000,107
146750,100
739320,126
887510,98
466930,95
465250,110
621510,96
554790,109
808150,98
426790,114
103460,99
460120,107
619700,90
785920,116
300950,115
421040,104
797810,97
188180,108
693490,98
971130,106
254320,89
952660,101
596620,118
673580,96
623680,112
369070,102
873260,95
532380,129
953260,96
504750,102
771480,99
394590,94
396690,101
663350,95
754840,137
595360,110
117030,90
326510,99
255890,95
304710,117
274590,98
389220,103
509770,99
402210,102
392630,89
504530,97
511500,94
915200,128
972170,103
185550,105
949870,94
471600,96
317740,99
317340,100
705460,111
767350,97
608370,125
893250,100
634150,114
667680,117
668080,99
164780,100
715740,106
336540,96
693980,124
949050,106
356830,102
564100,94
874370,110
887000,106
459420,98
367460,114
594940,95
278110,95
144730,91
654960,112
748630,93
912530,98
257540,119
170230,104
936890,110
803530,104
755750,112
634580,105
547390,106
379850,132
939820,100
180040,93
678160,102
793780,89
844640,113
552040,94
939610,97
881120,108
594020,112
752490,122
259280,95
252620,99
801260,94
100250,99
545440,105
804510,99
796260,86
561710,104
179140,98
758440,101
445800,111
260940,95
762240,119
282650,108
702620,96
829980,125
322170,91
230160,97
755810,102
776430,113
470500,97
890530,96
477090,101
899390,90
271920,93
460250,96
851290,98
204380,93
683240,103
910860,161
989900,120
896230,89
311320,120
430160,86
435660,117
149080,101
381380,98
603610,107
320450,102
790990,120
444060,98
943250,103
672940,92
462550,92
539370,94
954200,89
952260,108
966120,114
971260,111
831520,97
293850,104
484740,98
218760,106
736660,102
781850,97
618490,98
323330,113
265160,98
578120,105
118740,102
101040,115
857860,106
886050,99
765160,103
525700,99
353150,100
719430,89
587440,99
746680,103
167810,107
442990,107
674540,88
932090,116
880830,100
104660,124
526390,106
374030,109
628790,99
432840,117
451660,112
214290,119
472580,94
955060,93
460480,108
221440,105
961990,121
263080,143
856350,114
448300,96
986110,122
526100,99
162130,101
653070,102
124220,107
157670,89
613610,107
247820,109
194650,97
964430,100
807900,109
222700,102
965860,125
622440,96
228980,109
483480,129
123270,100
203430,113
619600,106
172610,97
430190,95
896290,105
493280,108
378940,100
354390,115
541540,106
172820,96
884120,109
856070,97
252610,97
963040,97
932790,110
299150,103
339180,106
727700,96
652330,102
303750,106
309630,106
167040,107
212820,103
985600,115
753040,95
300300,114
902760,120
658420,100
443410,115
156070,97
822750,100
573340,95
720960,97
300590,120
325680,118
863060,91
385530,89
260770,101
570880,105
340180,97
746460,93
568700,98
585950,108
108670,100
847420,99
380320,97
195700,101
309060,91
840760,94
549160,104
488590,95
325080,103
477830,110
592330,102
470240,109
256880,115
713600,93
768630,94
251570,131
123590,123
891060,97
688490,114
499440,105
867890,87
161530,104
467090,115
656040,94
457670,95
805280,122
890990,120
588210,100
307940,113
684900,90
877420,102
413740,91
268360,124
385540,102
478020,101
750220,96
944700,89
135850,109
927730,131
648380,95
166640,110
370280,94
961760,101
940800,98
977700,104
286440,102
964160,114
919880,102
428130,94
636590,108
136640,104
124430,104
660480,89
665560,99
387330,113
879670,94
221280,96
905940,110
649470,93
269040,110
382740,131
432120,103
329100,99
721460,109
950800,100
889520,109
587310,111
117190,94
157740,115
344600,117
343580,92
453470,101
544620,95
173580,104
368650,93
970890,109
685060,126
882740,93
440900,97
746010,97
138220,126
618740,92
846640,106
251810,99
263250,107
860600,107
697360,94
179690,107
243650,93
571940,86
972080,96
114060,106
140770,109
864010,124
338290,104
422370,111
631800,102
618430,107
239190,96
564690,125
248060,108
105540,94
872170,92
572560,109
424510,114
985910,98
997940,112
954170,87
834770,122
965110,88
453980,106
108260,92
529320,96
748260,109
710440,96
659300,105
892290,101
346900,116
655430,97
453840,109
339720,95
122060,106
732240,105
492530,97
464500,108
544790,92
541460,97
290520,101
550830,97
914380,112
563730,108
781850,116
960200,121
322300,96
506950,160
323910,115
616190,94
596370,104
609070,98
392180,90
756840,102
954860,94
754510,108
792510,98
969700,89
669090,94
385150,102
146950,101
122080,102
330040,96
961280,100
399080,92
568020,106
575170,99
599150,116
158960,94
602770,109
750700,102
434520,94
966470,98
417380,99
122290,110
128140,106
426490,106
766230,111
195220,102
754390,132
892520,98
158420,102
734090,104
564050,106
744940,105
578070,105
253130,110
390950,104
979640,95
549850,96
323880,107
970620,93
458880,112
315040,94
836800,106
242380,108
346290,98
134910,96
644510,97
482240,125
471070,99
634100,110
842260,110
706090,92
529800,109
340890,107
336950,98
704900,93
444860,108
266980,98
942060,110
701100,94
931460,102
154250,102
594750,115
723100,98
551380,107
420380,108
551710,102
369800,116
138130,102
667270,117
917780,112
745200,109
246860,107
833190,97
911080,98
499000,94
945060,106
490050,101
462050,99
540330,100
815140,119
446630,91
806040,104
188380,99
786560,103
277820,99
986090,114
211920,92
929070,145
635170,100
528330,97
930530,97
729950,102
267580,101
352470,90
224940,92
612230,107
286120,86
395270,91
956440,110
610540,106
589400,99
251420,109
616230,92
303340,115
957710,91
868880,106
679630,96
919170,110
234480,98
456220,95
818430,89
384270,99
294710,98
258240,97
778140,99
360850,102
807110,114
896890,108
699170,104
150070,103
863440,114
791860,104
977110,101
620060,112
863090,114
958920,103
471350,98
634710,108
172180,115
611270,91
425900,97
657550,101
505340,100
342950,110
332420,102
163080,114
430950,116
487210,116
386840,89
132370,118
168440,92
845470,94
177870,91
407160,110
105060,105
312750,100
858860,104
267930,104
210590,104
627270,106
873220,97
681800,98
838530,101
529610,98
689340,93
498240,93
370350,97
281450,106
517430,94
756860,100
395040,88
408610,90
168520,87
163300,106
297640,97
257340,91
189830,98
229140,102
462280,107
891340,101
715180,94
679090,103
182580,118
840700,97
834350,115
643390,102
151770,100
929030,103
320140,91
512320,99
602890,100
978300,115
349400,112
830750,97
214570,129
564060,94
519110,97
265490,106
515880,99
416540,91
709140,98
333470,123
709330,94
136130,91
480660,91
863320,134
424380,98
520390,105
387790,99
629730,106
369760,121
145930,106
185280,104
271360,90
469700,119
984170,95
519070,99
330270,106
194660,102
858620,98
359860,96
727440,102
644640,93
314660,94
572590,89
932260,97
854330,110
838270,100
192570,99
465620,100
268770,108
446530,103
346540,97
548810,150
728810,94
461580,107
944830,118
546660,110
613420,95
519700,97
469880,107
899510,98
418520,103
508520,108
324610,92
540700,134
393050,91
602270,102
675400,115
629780,125
238700,109
207790,93
603770,101
441110,100
326780,97
678620,98
835900,96
147960,97
504260,114
769680,97
789170,86
751470,92
230030,108
626290,96
371970,88
576250,94
737420,108
975190,92
104070,97
255500,100
110370,96
753530,101
939190,94
971610,107
994500,113
861140,108
474640,104
957470,92
367080,98
385850,109
486150,91
933560,92
892530,95
623560,104
636700,101
612980,99
609290,108
825520,96
138940,98
929520,97
855210,90
243850,91
176780,115
252270,100
211420,105
240140,115
704180,112
102960,98
818080,99
414640,104
298700,121
742090,101
521020,134
739210,100
921670,101
882510,110
617710,107
220390,101
918680,102
765300,96
817450,110
236550,91
363610,107
157940,128
619410,100
146470,107
761510,94
247830,90
940300,98
496310,103
472150,95
183550,92
107300,90
405080,102
267190,99
199050,100
996640,96
630150,101
296340,112
174050,108
664030,118
673540,91
588050,92
600180,104
131610,97
464720,98
806940,92
717300,93
313450,103
334890,96
980880,106
897010,94
672820,108
122540,87
219140,102
878480,110
978160,103
124770,103
974480,93
179680,104
497680,109
423800,106
493660,104
642160,108
256510,106
271850,105
986500,108
671370,117
610520,95
926170,91
781980,95
662690,100
925260,96
888370,106
903720,102
159280,107
931630,105
609600,126
649500,109
262690,100
543910,90
726490,97
851640,107
638240,105
982260,94
992440,101
462420,98
269140,89
134650,94
117160,103
301450,95
888790,101
449450,88
192000,99
365710,105
999150,100
662300,96
145950,93
515000,107
299880,91
741520,100
831620,121
508580,93
555610,112
667500,102
281520,117
282720,93
249080,102
947290,101
215570,107
545300,103
500740,112
194550,107
788160,90
724420,101
761820,101
736600,99
634570,112
173130,104
631270,100
142460,110
150760,92
962480,110
245240,100
835580,106
528540,100
563480,106
739740,115
624330,100
988990,110
820090,107
832460,98
464740,91
400710,98
211740,99
155850,95
956580,105
814850,100
859320,98
728740,112
514040,105
643360,130
954240,94
213890,96
712590,94
927060,102
179140,91
269400,101
979690,101
238280,99
662970,100
724730,120
811150,91
275580,102
691870,93
930960,96
180940,92
618630,106
983710,93
571050,107
486330,94
248790,95
651380,99
428040,106
982270,92
845990,100
923990,105
684160,96
899010,112
511940,90
380110,121
620550,123
469060,101
552040,102
806580,96
634380,101
530040,97
804560,112
630170,98
903980,98
140250,94
970040,90
391770,91
575650,98
129540,109
716670,121
546470,119
804530,93
667040,93
665830,95
695440,99
470780,106
890280,112
413300,100
445260,98
989640,107
291190,101
480740,96
877020,114
665090,101
402860,98
521530,100
981560,91
383600,110
301510,104
527860,93
427280,107
616000,105
804890,123
629920,97
869090,105
136580,112
950030,103
509350,112
759660,94
477620,90
